PassengerId,Survived
892,0.2890737908980896
893,0.37124967367052003
894,0.30179867591056336
895,0.29040661477171775
896,0.38044118042716096
897,0.29064977701315237
898,0.4690686790357621
899,0.3061512037847546
900,0.4667992424839975
901,0.26818875675854875
902,0.28637370140376317
903,0.37898205058291584
904,0.5605443865214614
905,0.27823253119098973
906,0.5675644614909295
907,0.545620069302145
908,0.30881784360561937
909,0.307823269834365
910,0.3744054048278502
911,0.4659256846858395
912,0.37310208433698244
913,0.41716922185203115
914,0.5661531508512703
915,0.35960350961803733
916,0.5519719192703886
917,0.27360013726999327
918,0.5602255042051509
919,0.307823269834365
920,0.42289257487701626
921,0.32811698775353837
922,0.2793754233497107
923,0.29110386245556563
924,0.3249280088078365
925,0.30938639160430864
926,0.38482375737191404
927,0.307823269834365
928,0.40813413814498567
929,0.4070926646014706
930,0.2846776442775006
931,0.32128696532864
932,0.3070576336642033
933,0.41630842665713635
934,0.2901391176437464
935,0.5433053408838582
936,0.5675644614909295
937,0.29092271316845636
938,0.41324030666883355
939,0.28775693119877627
940,0.5599840106410309
941,0.3757032804478405
942,0.37780587446223546
943,0.315289036019673
944,0.5321549051826707
945,0.5539348497781621
946,0.31953603051603857
947,0.40214728806456834
948,0.28684268825743725
949,0.28893476376374516
950,0.2807873391352234
951,0.5592993335643978
952,0.28137844621306674
953,0.3105566691707448
954,0.2812097364826513
955,0.4690686790357621
956,0.411056436309282
957,0.5433053408838582
958,0.4679173636098662
959,0.32521221821845026
960,0.41630842665713635
961,0.5519719192703886
962,0.4690686790357621
963,0.28137844621306674
964,0.40813413814498567
965,0.41630842665713635
966,0.5592993335643978
967,0.36533664014727646
968,0.2883822534130896
969,0.5526401442716131
970,0.30988650783313865
971,0.4690686790357621
972,0.4254283928627825
973,0.3718908542409142
974,0.37898205058291584
975,0.28637370140376317
976,0.2941632881956706
977,0.3137462945364517
978,0.4670438058117082
979,0.40960713650224834
980,0.4690686790357621
981,0.4310108730125156
982,0.38901769592464114
983,0.2854386739320359
984,0.5569408377991045
985,0.2883822534130896
986,0.3951317203839025
987,0.28891416115912993
988,0.5675644614909295
989,0.3046478138378511
990,0.4121511491460516
991,0.29617540693446703
992,0.5639792349016278
993,0.2850627435369189
994,0.28775693119877627
995,0.2893527783191557
996,0.4163788402658246
997,0.28782965786187986
998,0.28599125241053436
999,0.28775693119877627
1000,0.286492510384598
1001,0.2829552673441105
1002,0.3162281788461771
1003,0.4690686790357621
1004,0.5683640948837824
1005,0.4699422368339201
1006,0.5555754679927455
1007,0.3104334349767312
1008,0.30518240630088983
1009,0.43370848223677594
1010,0.3655468936893191
1011,0.5493198111213496
1012,0.5482048238319318
1013,0.28226035045565484
1014,0.5703963886366058
1015,0.28094669893210933
1016,0.28775693119877627
1017,0.42195967351507463
1018,0.2839238226967451
1019,0.38255548697095787
1020,0.3059744342970424
1021,0.287949388115028
1022,0.30700438639247224
1023,0.41324030666883355
1024,0.30938639160430864
1025,0.302924317408322
1026,0.29090642655285925
1027,0.2859408361057016
1028,0.30919691446611797
1029,0.29286409169016053
1030,0.4104485256957009
1031,0.26937982924139015
1032,0.30873615808252475
1033,0.5592993335643978
1034,0.37370003865490975
1035,0.28951182359133354
1036,0.42289257487701626
1037,0.28261065009679354
1038,0.33637448530107267
1039,0.2859323747060715
1040,0.41630842665713635
1041,0.295056848060824
1042,0.5602255042051509
1043,0.31167670946656206
1044,0.30023914522988904
1045,0.3785007690919079
1046,0.3835108857220318
1047,0.2859614387103168
1048,0.5592993335643978
1049,0.4155070102402819
1050,0.42289257487701626
1051,0.38258829519070464
1052,0.4690686790357621
1053,0.4254283928627825
1054,0.5356642828012259
1055,0.28094669893210933
1056,0.30520712538792955
1057,0.3279003373905496
1058,0.3270214026324458
1059,0.2683031249232419
1060,0.5512288336319539
1061,0.4104485256957009
1062,0.28094669893210933
1063,0.30919691446611797
1064,0.27524647998544466
1065,0.30518240630088983
